age,workclass,fnlwgt,education,education_num,name,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
58,Self-emp-not-inc,87510,10th,,x006598615,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
61,Private,128831,HS-grad,,x912128174,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
39,Private,680390,HS-grad,9,x788988360,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,24,United-States,0
73,Self-emp-not-inc,177387,HS-grad,9,x881975782,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
33,Private,80945,HS-grad,,x923704438,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
29,Self-emp-not-inc,266855,Bachelors,,x313495873,Separated,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
27,Private,96226,HS-grad,9,x921661663,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,0
33,Self-emp-inc,155781,Some-college,10,x441852074,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,NA,0
40,Private,170108,Masters,14,x894876381,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
28,Private,109165,HS-grad,9,x565815717,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
37,Private,211154,Some-college,10,x574063746,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,0
23,Private,543028,HS-grad,9,x229152006,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,0
81,Self-emp-not-inc,136063,HS-grad,9,x583574716,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,0
42,Private,274198,5th-6th,3,x256257487,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,38,Mexico,0
20,Private,241752,HS-grad,9,x168008755,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
20,Private,323573,HS-grad,9,x568895034,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
55,Self-emp-not-inc,189721,HS-grad,9,x061081288,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,0
44,Private,126701,HS-grad,9,x826732098,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
50,Self-emp-not-inc,124793,HS-grad,9,x349506231,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,0
48,Private,107373,7th-8th,4,x306738930,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
34,Private,157886,Assoc-acdm,12,x092115275,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,0
22,Private,191342,Bachelors,13,x009029777,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,50,Taiwan,0
58,Self-emp-not-inc,81642,HS-grad,9,x887809132,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
22,Self-emp-not-inc,361280,Bachelors,13,x056590514,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,20,India,0
30,Private,347132,Some-college,10,x288916982,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
47,Private,45857,HS-grad,9,x719494481,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
51,Local-gov,176813,Assoc-acdm,12,x759446474,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
37,Private,166497,Bachelors,13,x964209625,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
37,Private,203070,Some-college,10,x245323058,Separated,Adm-clerical,Own-child,White,Male,0,0,62,United-States,0
55,Private,176317,HS-grad,9,x056841410,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
42,Self-emp-not-inc,166813,Some-college,10,x648762616,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
50,Private,358740,HS-grad,9,x596338747,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,England,0
42,Private,65372,Some-college,10,x967082138,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
31,Private,163594,HS-grad,9,x805529314,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,0
21,Private,164019,Some-college,10,x847925735,Never-married,Farming-fishing,Own-child,Black,Male,0,0,10,United-States,0
44,Local-gov,34935,Some-college,10,x488620285,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,0
22,Private,58222,HS-grad,9,x113785227,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
24,Private,293579,HS-grad,9,x651348784,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,0
20,Private,324469,Some-college,10,x960136273,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
38,State-gov,34180,Some-college,10,x821778389,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
47,Private,46857,Some-college,10,x186691177,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
26,Private,195105,HS-grad,9,x669708497,Never-married,Sales,Not-in-family,Other,Male,0,0,40,United-States,0
23,Private,181820,Some-college,10,x014009336,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
31,Federal-gov,168312,Assoc-voc,11,x399920155,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
45,Private,127303,Some-college,10,x993603925,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,United-States,0
17,Private,46496,11th,7,x398928446,Never-married,Other-service,Own-child,White,Male,0,0,5,United-States,0
55,Private,325007,Assoc-acdm,12,x298522695,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,0
42,NA,51795,HS-grad,9,x700618990,Divorced,NA,Unmarried,Black,Female,0,0,32,United-States,0
33,Private,130021,HS-grad,9,x433531002,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
19,NA,172582,Some-college,10,x294184804,Never-married,NA,Own-child,White,Male,0,0,50,United-States,0
25,Private,298225,HS-grad,9,x176660952,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
69,State-gov,208869,Masters,14,x715098021,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,11,United-States,0
38,Private,83727,HS-grad,9,x173315639,Divorced,Other-service,Unmarried,White,Female,0,0,48,United-States,0
26,Private,256263,HS-grad,9,x295645006,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,United-States,0
27,Private,23940,HS-grad,9,x424253335,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
25,Private,224943,Some-college,10,x872528814,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,0
66,Self-emp-not-inc,298834,Assoc-voc,11,x171760749,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
47,State-gov,141483,9th,5,x675162309,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
33,Private,159322,HS-grad,9,x769249918,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,0
50,Private,73493,Some-college,10,x093203319,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,213977,Some-college,10,x460231383,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
20,NA,174714,Some-college,10,x363903553,Never-married,NA,Own-child,White,Male,0,0,16,United-States,0
33,Local-gov,119829,HS-grad,9,x505407890,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,0
38,Local-gov,107513,HS-grad,9,x533062023,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
26,Self-emp-not-inc,163189,HS-grad,9,x911098120,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
43,Private,83756,Some-college,10,x967422798,Never-married,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,0
24,Private,38455,Some-college,10,x119322747,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
19,Private,375077,HS-grad,9,x201183584,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,0
49,Private,32212,HS-grad,9,x592466597,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,43,United-States,0
22,NA,376277,Some-college,10,x704453433,Divorced,NA,Not-in-family,White,Female,0,0,35,United-States,0
32,NA,158784,7th-8th,4,x265518729,Widowed,NA,Not-in-family,White,Female,0,0,40,United-States,0
42,Private,190767,Bachelors,13,x946938763,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
44,Private,303521,Some-college,10,x242285389,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
57,Local-gov,52267,HS-grad,9,x631890325,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,0
43,Self-emp-not-inc,193459,Some-college,10,x456409094,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
27,Private,219371,HS-grad,9,x733978198,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
60,Private,106850,10th,6,x055151689,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
28,Private,215873,10th,6,x458351987,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,45,United-States,0
47,Private,178309,9th,5,x359216835,Never-married,Other-service,Unmarried,White,Female,0,0,50,United-States,0
57,Private,114495,HS-grad,9,x242767530,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
23,Private,228243,Some-college,10,x096911275,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,0
24,Private,165054,Assoc-voc,11,x050670777,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
63,NA,231777,Masters,14,x513261859,Married-civ-spouse,NA,Husband,White,Male,0,0,30,United-States,0
40,Private,173607,10th,6,x036251644,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
27,Federal-gov,508336,Bachelors,13,x419127498,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,48,United-States,0
26,Private,91683,10th,6,x570169445,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,0
41,Self-emp-not-inc,66632,Some-college,10,x088583931,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
35,Private,225330,Bachelors,13,x542513044,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
56,Private,31782,10th,6,x357008299,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
23,Private,120172,Bachelors,13,x606087158,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
28,NA,169631,Assoc-acdm,12,x475583245,Married-AF-spouse,NA,Wife,White,Female,0,0,3,United-States,0
27,Local-gov,113545,Bachelors,13,x500107544,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
35,Private,204621,Assoc-acdm,12,x113641082,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,0
22,Private,188569,Some-college,10,x558317907,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,0
24,Private,233777,Some-college,10,x285349472,Never-married,Sales,Unmarried,White,Male,0,0,50,Mexico,0
20,Private,176321,12th,8,x449894645,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,0
32,Private,549430,HS-grad,9,x500300483,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,40,Mexico,0
25,Self-emp-not-inc,305449,Some-college,10,x362613264,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
59,Local-gov,120617,HS-grad,9,x399061291,Separated,Protective-serv,Unmarried,Black,Female,0,0,40,United-States,0
17,NA,103810,12th,8,x542327034,Never-married,NA,Own-child,White,Male,0,0,40,United-States,0
61,NA,188172,Doctorate,16,x833075336,Widowed,NA,Not-in-family,White,Female,0,0,5,United-States,0
39,Private,179579,HS-grad,9,x604377938,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
46,Private,27669,HS-grad,9,x461213758,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,0
49,Private,122493,HS-grad,9,x230088481,Widowed,Tech-support,Unmarried,White,Male,0,0,40,United-States,0
34,Private,209317,HS-grad,9,x756869673,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico,0
58,Private,187487,HS-grad,9,x085009887,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
24,Private,353010,Bachelors,13,x426487125,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,65,United-States,0
34,Self-emp-not-inc,306982,Bachelors,13,x920651603,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,South,0
63,Federal-gov,217994,Some-college,10,x923844924,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
46,Private,169180,Assoc-voc,11,x021043225,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
40,Self-emp-not-inc,209040,Bachelors,13,x915294738,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
48,Private,119565,HS-grad,9,x063011379,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
21,Private,212619,Assoc-voc,11,x653722910,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
22,Private,460835,HS-grad,9,x150946921,Never-married,Craft-repair,Own-child,White,Male,0,0,55,United-States,0
56,Private,77415,11th,7,x031179135,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
21,Private,191460,11th,7,x877489315,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
25,Federal-gov,207342,Some-college,10,x692699244,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,0
27,Private,387776,Some-college,10,x040369973,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
19,Private,171306,HS-grad,9,x948547738,Never-married,Sales,Own-child,White,Male,0,0,3,United-States,0
48,Private,80651,HS-grad,9,x341048938,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,55,United-States,0
27,Private,297296,HS-grad,9,x986655896,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
76,NA,152802,Some-college,10,x946470508,Married-civ-spouse,NA,Husband,White,Male,0,0,8,United-States,0
20,Private,51816,HS-grad,9,x881352006,Never-married,Protective-serv,Own-child,Black,Male,0,0,40,United-States,0
42,Private,209392,HS-grad,9,x479641011,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,35,United-States,0
28,Private,173649,HS-grad,9,x490922286,Never-married,Other-service,Own-child,Black,Female,0,0,40,NA,0
46,Private,133169,Assoc-voc,11,x348606678,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
34,Self-emp-not-inc,111985,HS-grad,9,x961934931,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
35,Private,101387,HS-grad,9,x611224636,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,0
43,Private,57600,Doctorate,16,x314086415,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,,NA,0
51,Private,249741,Some-college,10,x666533466,Married-civ-spouse,Sales,Husband,White,Male,0,0,,United-States,0
40,Private,216116,9th,5,x746637950,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Haiti,0
24,Private,121313,HS-grad,9,x384510695,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
26,NA,152046,11th,7,x016475552,Never-married,NA,Not-in-family,White,Female,0,0,35,Germany,0
35,Private,325802,Assoc-acdm,12,x531815164,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,24,United-States,0
23,Private,133985,10th,6,x078734769,Never-married,Craft-repair,Own-child,Black,Female,0,0,40,United-States,0
45,Self-emp-not-inc,160167,10th,6,x410015295,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,0
52,State-gov,71344,Masters,14,x706213352,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
18,Private,280298,HS-grad,9,x819904843,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,0
22,NA,216563,HS-grad,9,x041151163,Never-married,NA,Other-relative,White,Female,0,0,40,United-States,0
61,Private,197286,9th,5,x402191389,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
56,Federal-gov,101338,Bachelors,13,x122476967,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
27,Local-gov,204098,HS-grad,9,x534851410,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,50,United-States,0
21,Private,286853,HS-grad,9,x374199182,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
32,Private,281437,Some-college,10,x653206723,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0
40,Private,225978,Some-college,10,x927289827,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,0
19,Private,116562,HS-grad,9,x622014369,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
26,Private,34402,Bachelors,13,x838978154,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,0
35,Private,190895,Some-college,10,x537839609,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
47,State-gov,188386,Masters,14,x701988026,Separated,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,0
17,Private,400225,11th,7,x928813067,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
21,Private,85088,Some-college,10,x822606990,Never-married,Other-service,Own-child,White,Female,0,0,37,United-States,0
46,Self-emp-not-inc,113434,Bachelors,13,x413677056,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
41,State-gov,132551,Masters,14,x764986659,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,0
90,Private,171956,Some-college,10,x588196608,Separated,Adm-clerical,Own-child,White,Female,0,0,40,Puerto-Rico,0
64,Private,148606,10th,6,x224600144,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
